Path,L1Path,L1Prescale(1e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(1e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu0,1 | 1 | 30,L1_DoubleMu0_Eta1p6_WdEta18_OS, 1,7,7,2.56,+/-,0.02,19.33,+/-,0.38,2.76,+/-,0.05,7.36%,+/-,1.94%
HLT_Dimuon8_Upsilon_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,2.52,+/-,0.02,2.82,+/-,0.15,2.82,+/-,0.15,10.47%,+/-,4.68%
HLT_DiPFJetAve320,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,2,2,2.47,+/-,0.02,5.26,+/-,0.20,2.63,+/-,0.10,6.27%,+/-,3.62%
HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.44,+/-,0.02,2.19,+/-,0.13,2.19,+/-,0.13,10.41%,+/-,4.77%
HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,2.38,+/-,0.02,2.45,+/-,0.14,2.45,+/-,0.14,2.89%,+/-,5.44%
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,2.32,+/-,0.02,2.41,+/-,0.14,2.41,+/-,0.14,3.62%,+/-,5.45%
HLT_Mu7p5_Track2_Jpsi,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,2.31,+/-,0.02,2.40,+/-,0.13,2.40,+/-,0.13,3.75%,+/-,5.45%
HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG15,1,L1_Mu5_EG15, 1,1,1,2.31,+/-,0.02,2.45,+/-,0.14,2.45,+/-,0.14,5.91%,+/-,5.27%
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,2.29,+/-,0.02,2.42,+/-,0.14,2.42,+/-,0.14,5.39%,+/-,5.33%
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,3,3,2.22,+/-,0.02,7.26,+/-,0.23,2.42,+/-,0.08,8.45%,+/-,3.03%
HLT_Mu30_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,2.14,+/-,0.02,2.26,+/-,0.13,2.26,+/-,0.13,5.22%,+/-,5.54%
HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,2.13,+/-,0.02,2.03,+/-,0.12,2.03,+/-,0.12,4.66%,+/-,5.60%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,L1_SingleEG20,1,L1_SingleEG20, 1,200,200,2.13,+/-,0.02,429.22,+/-,1.80,2.15,+/-,0.01,0.96%,+/-,0.86%
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,2.08,+/-,0.02,2.01,+/-,0.12,2.01,+/-,0.12,3.01%,+/-,5.82%
HLT_Dimuon20_Jpsi,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,2.07,+/-,0.02,2.13,+/-,0.13,2.13,+/-,0.13,2.54%,+/-,5.86%
HLT_PFHT450_SixJet40,L1_HTT175,1,L1_HTT175, 1,1,1,2.07,+/-,0.02,2.29,+/-,0.13,2.29,+/-,0.13,9.67%,+/-,5.24%
HLT_DoubleMu4_3_Bs,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18, 1|1|1,1,1,2.06,+/-,0.02,2.18,+/-,0.13,2.18,+/-,0.13,5.72%,+/-,5.60%
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,2.05,+/-,0.02,2.21,+/-,0.13,2.21,+/-,0.13,7.23%,+/-,5.48%
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,2.05,+/-,0.02,2.11,+/-,0.13,2.11,+/-,0.13,3.13%,+/-,5.85%
HLT_IsoMu17_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,15,15,2.00,+/-,0.02,30.33,+/-,0.48,2.02,+/-,0.03,0.92%,+/-,1.75%
HLT_Photon90_CaloIdL_PFHT500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.99,+/-,0.02,2.17,+/-,0.13,2.17,+/-,0.13,8.60%,+/-,5.44%
HLT_L1SingleMu16,L1_SingleMu16,1,L1_SingleMu16, 1,1000,1000,1.98,+/-,0.02,2011.76,+/-,3.90,2.01,+/-,0.00,1.58%,+/-,0.80%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG20,1,L1_SingleEG20, 1,6,6,1.97,+/-,0.02,12.28,+/-,0.30,2.05,+/-,0.05,3.88%,+/-,2.51%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.96,+/-,0.02,2.10,+/-,0.13,2.10,+/-,0.13,6.51%,+/-,5.67%
HLT_Mu17_Photon22_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,1.91,+/-,0.02,1.94,+/-,0.12,1.94,+/-,0.12,1.55%,+/-,6.20%
HLT_QuadJet45_DoubleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,3,3,1.91,+/-,0.02,6.10,+/-,0.21,2.03,+/-,0.07,6.14%,+/-,3.39%
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,L1_IsoEG20er_TauJet20er_NotWdEta0,1,L1_IsoEG20er_TauJet20er_NotWdEta0, 1,1,1,1.90,+/-,0.02,2.07,+/-,0.13,2.07,+/-,0.13,8.08%,+/-,5.61%
HLT_HT400_DisplacedDijet40_Inclusive,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,1.89,+/-,0.02,2.04,+/-,0.12,2.04,+/-,0.12,7.44%,+/-,5.69%
HLT_AK8PFJet360_TrimMass30,L1_SingleJet200 OR L1_SingleJet176,1 | 1,L1_SingleJet176 OR L1_SingleJet200, 1|1,1,1,1.87,+/-,0.02,1.89,+/-,0.12,1.89,+/-,0.12,0.68%,+/-,6.35%
HLT_PFMET100_PFMHT100_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.84,+/-,0.02,1.92,+/-,0.12,1.92,+/-,0.12,4.49%,+/-,6.04%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG20,1,L1_SingleEG20, 1,18,18,1.83,+/-,0.02,34.00,+/-,0.51,1.89,+/-,0.03,3.28%,+/-,1.65%
HLT_Photon165_HE10,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,1.80,+/-,0.01,1.74,+/-,0.11,1.74,+/-,0.11,3.30%,+/-,6.22%
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,1.78,+/-,0.01,1.79,+/-,0.12,1.79,+/-,0.12,0.36%,+/-,6.54%
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,L1_HTT125 OR L1_EG25er_HTT100,1 | 1,L1_EG25er_HTT125 OR L1_HTT125 OR L1_HTT100, -1||1|1,1,1,1.76,+/-,0.01,1.99,+/-,0.12,1.99,+/-,0.12,11.67%,+/-,5.50%
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,1.74,+/-,0.01,1.48,+/-,0.11,1.48,+/-,0.11,15.36%,+/-,5.20%
HLT_IsoMu18_CentralPFJet30_BTagCSV07,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,1.70,+/-,0.01,1.78,+/-,0.12,1.78,+/-,0.12,4.58%,+/-,6.28%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,1.66,+/-,0.01,1.61,+/-,0.11,1.61,+/-,0.11,3.26%,+/-,6.49%
HLT_PFJet450,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,1.64,+/-,0.01,1.71,+/-,0.11,1.71,+/-,0.11,4.31%,+/-,6.42%
HLT_Photon175,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,1.64,+/-,0.01,1.65,+/-,0.11,1.65,+/-,0.11,0.85%,+/-,6.77%
HLT_JetE50_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,1.59,+/-,0.01,1.54,+/-,0.11,1.54,+/-,0.11,3.00%,+/-,6.65%
HLT_DiPFJetAve400,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,1.59,+/-,0.01,1.61,+/-,0.11,1.61,+/-,0.11,1.46%,+/-,6.81%
HLT_TkMu20,L1_SingleMu16,1,L1_SingleMu16, 1,50,50,1.59,+/-,0.01,81.24,+/-,0.78,1.62,+/-,0.02,2.20%,+/-,1.28%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.57,+/-,0.01,1.56,+/-,0.11,1.56,+/-,0.11,0.92%,+/-,6.90%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,1.56,+/-,0.01,1.64,+/-,0.11,1.64,+/-,0.11,4.33%,+/-,6.57%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,1,1,1.56,+/-,0.01,1.54,+/-,0.11,1.54,+/-,0.11,0.99%,+/-,6.92%
HLT_Dimuon13_Upsilon,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,1.52,+/-,0.01,1.57,+/-,0.11,1.57,+/-,0.11,2.72%,+/-,6.82%
HLT_Mu30_eta2p1_PFJet150_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1,L1_SingleMu16er OR L1_SingleMu20er, 1|1,1,1,1.51,+/-,0.01,1.39,+/-,0.10,1.39,+/-,0.10,7.90%,+/-,6.32%
HLT_MET250,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.51,+/-,0.01,1.48,+/-,0.11,1.48,+/-,0.11,1.98%,+/-,6.94%
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,1.45,+/-,0.01,1.43,+/-,0.10,1.43,+/-,0.10,1.59%,+/-,7.11%
HLT_Dimuon8_PsiPrime_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,1.41,+/-,0.01,1.57,+/-,0.11,1.57,+/-,0.11,9.98%,+/-,6.31%
HLT_Photon22_R9Id90_HE10_IsoM,L1_SingleEG20,1,L1_SingleEG20, 1,400,400,1.40,+/-,0.01,563.27,+/-,2.07,1.41,+/-,0.01,0.51%,+/-,1.00%
HLT_Mu40_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,1.37,+/-,0.01,1.54,+/-,0.11,1.54,+/-,0.11,10.95%,+/-,6.31%
HLT_CaloJet500_NoJetID,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,1.36,+/-,0.01,1.42,+/-,0.10,1.42,+/-,0.10,3.74%,+/-,7.10%
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,1.35,+/-,0.01,1.38,+/-,0.10,1.38,+/-,0.10,1.75%,+/-,7.34%
HLT_VBF_DisplacedJet40_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,1.35,+/-,0.01,1.27,+/-,0.10,1.27,+/-,0.10,5.74%,+/-,6.92%
HLT_Mu15_IsoVVVL_PFHT350,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.35,+/-,0.01,1.38,+/-,0.10,1.38,+/-,0.10,2.20%,+/-,7.31%
HLT_IsoTrackHE,L1_SingleJet68,150,L1_SingleJet68, 150,1,1,1.32,+/-,0.01,1.26,+/-,0.10,1.26,+/-,0.10,3.95%,+/-,7.20%
HLT_DoubleJetsC100_DoubleBTagCSV0p9_DoublePFJetsC100MaxDeta1p6,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,1.32,+/-,0.01,1.33,+/-,0.10,1.33,+/-,0.10,0.67%,+/-,7.57%
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,1.31,+/-,0.01,1.33,+/-,0.10,1.33,+/-,0.10,1.80%,+/-,7.46%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,1.30,+/-,0.01,1.43,+/-,0.10,1.43,+/-,0.10,9.30%,+/-,6.66%
HLT_Dimuon6_Jpsi_NoVertexing,L1_DoubleMu0,30,L1_DoubleMu0, 30,1,1,1.29,+/-,0.01,1.35,+/-,0.10,1.35,+/-,0.10,4.25%,+/-,7.24%
HLT_PFJet80,L1_SingleJet52,800,L1_SingleJet52, 800,5,5,1.29,+/-,0.01,6.69,+/-,0.23,1.34,+/-,0.05,3.63%,+/-,3.38%
HLT_IsoTrackHB,L1_SingleJet68,150,L1_SingleJet68, 150,1,1,1.27,+/-,0.01,1.47,+/-,0.11,1.47,+/-,0.11,13.53%,+/-,6.27%
HLT_PFMET110_PFMHT110_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.26,+/-,0.01,1.39,+/-,0.10,1.39,+/-,0.10,9.38%,+/-,6.74%
HLT_Dimuon0_Jpsi_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,1.24,+/-,0.01,1.36,+/-,0.10,1.36,+/-,0.10,8.26%,+/-,6.92%
HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,1.24,+/-,0.01,1.27,+/-,0.10,1.27,+/-,0.10,2.68%,+/-,7.57%
HLT_Ele23_CaloIdM_TrackIdM_PFJet30,L1_SingleEG20,1,L1_SingleEG20, 1,150,150,1.24,+/-,0.01,190.38,+/-,1.20,1.27,+/-,0.01,2.50%,+/-,1.15%
HLT_PFJet200,L1_SingleJet128,1,L1_SingleJet128, 1,72,72,1.24,+/-,0.01,86.77,+/-,0.81,1.21,+/-,0.01,2.53%,+/-,1.34%
HLT_IsoMu20_eta2p1_LooseIsoPFTau20,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.23,+/-,0.01,1.25,+/-,0.10,1.25,+/-,0.10,1.49%,+/-,7.73%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.22,+/-,0.01,1.44,+/-,0.10,1.44,+/-,0.10,15.41%,+/-,6.20%
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.19,+/-,0.01,1.29,+/-,0.10,1.29,+/-,0.10,7.60%,+/-,7.15%
HLT_Mu17_Photon30_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,1.16,+/-,0.01,1.21,+/-,0.10,1.21,+/-,0.10,4.34%,+/-,7.63%
HLT_PFJet140,L1_SingleJet92,400,L1_SingleJet92, 400,1,1,1.15,+/-,0.01,1.00,+/-,0.09,1.00,+/-,0.09,13.43%,+/-,6.60%
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.15,+/-,0.01,1.23,+/-,0.10,1.23,+/-,0.10,6.89%,+/-,7.36%
HLT_DiPFJetAve260,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,12,12,1.14,+/-,0.01,13.18,+/-,0.32,1.10,+/-,0.03,4.08%,+/-,2.44%
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1, 10,1,1,1.14,+/-,0.01,1.20,+/-,0.10,1.20,+/-,0.10,4.66%,+/-,7.65%
HLT_IsoMu22_CentralPFJet30_BTagCSV07,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,1.14,+/-,0.01,1.15,+/-,0.09,1.15,+/-,0.09,1.11%,+/-,8.09%
HLT_Photon22,L1_SingleEG20,1,L1_SingleEG20, 1,2400,2400,1.12,+/-,0.01,2744.49,+/-,4.56,1.14,+/-,0.00,2.48%,+/-,1.04%
HLT_PFHT450_SixJet40_PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,1.11,+/-,0.01,1.20,+/-,0.10,1.20,+/-,0.10,7.60%,+/-,7.39%
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,1.11,+/-,0.01,1.07,+/-,0.09,1.07,+/-,0.09,3.77%,+/-,7.87%
HLT_Mu20_Mu10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,3,3,1.07,+/-,0.01,3.51,+/-,0.16,1.17,+/-,0.05,8.39%,+/-,4.37%
HLT_Photon120_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,1,1,1.07,+/-,0.01,1.14,+/-,0.09,1.14,+/-,0.09,6.41%,+/-,7.68%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20,L1_Mu16er_TauJet20er,1,L1_Mu16er_TauJet20er, 1,1,1,1.06,+/-,0.01,1.08,+/-,0.09,1.08,+/-,0.09,1.49%,+/-,8.34%
HLT_Mu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,50,50,1.03,+/-,0.01,51.93,+/-,0.63,1.04,+/-,0.01,1.18%,+/-,1.61%
HLT_DoubleJet90_Double30_TripleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,1,1,1.02,+/-,0.01,0.98,+/-,0.09,0.98,+/-,0.09,3.85%,+/-,8.21%
HLT_Mu27,L1_SingleMu25,1,L1_SingleMu25, 1,35,35,1.01,+/-,0.01,37.21,+/-,0.53,1.06,+/-,0.02,5.04%,+/-,1.71%
HLT_DiPFJetAve220_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,1.00,+/-,0.01,0.93,+/-,0.08,0.93,+/-,0.08,7.17%,+/-,7.85%
HLT_Ele23_WPLoose_Gsf_WHbbBoost,L1_SingleEG20,1,L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25, 1|1|1|2|1|1,1,1,0.98,+/-,0.01,1.24,+/-,0.10,1.24,+/-,0.10,20.83%,+/-,6.25%
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.98,+/-,0.01,0.98,+/-,0.09,0.98,+/-,0.09,0.04%,+/-,8.87%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,0.96,+/-,0.01,0.96,+/-,0.09,0.96,+/-,0.09,0.08%,+/-,8.93%
HLT_PFMET170_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.96,+/-,0.01,0.92,+/-,0.08,0.92,+/-,0.08,4.26%,+/-,8.41%
HLT_Photon36_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,100,100,0.96,+/-,0.01,96.54,+/-,0.86,0.97,+/-,0.01,0.89%,+/-,1.43%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.96,+/-,0.01,1.04,+/-,0.09,1.04,+/-,0.09,8.59%,+/-,7.85%
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,0.95,+/-,0.01,0.96,+/-,0.09,0.96,+/-,0.09,1.54%,+/-,8.81%
HLT_DoublePhoton60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,0.94,+/-,0.01,1.05,+/-,0.09,1.05,+/-,0.09,10.43%,+/-,7.67%
HLT_PFJet500,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,0.94,+/-,0.01,0.99,+/-,0.09,0.99,+/-,0.09,5.53%,+/-,8.32%
HLT_Mu17_Mu8,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,6,6,0.94,+/-,0.01,6.05,+/-,0.21,1.01,+/-,0.04,7.20%,+/-,3.45%
HLT_QuadJet45_TripleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,1,1,0.93,+/-,0.01,0.86,+/-,0.08,0.86,+/-,0.08,8.46%,+/-,7.97%
HLT_PFMET170_NoiseCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.93,+/-,0.01,0.90,+/-,0.08,0.90,+/-,0.08,3.47%,+/-,8.62%
HLT_MET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.93,+/-,0.01,0.88,+/-,0.08,0.88,+/-,0.08,5.70%,+/-,8.34%
HLT_PFJet60,L1_SingleJet36,1500,L1_SingleJet36, 1500,12,12,0.93,+/-,0.01,11.28,+/-,0.29,0.94,+/-,0.02,1.22%,+/-,2.80%
HLT_Mu20_Mu10_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,3,3,0.92,+/-,0.01,3.01,+/-,0.15,1.00,+/-,0.05,8.20%,+/-,4.73%
